"fac","subj","crsnum","longtitle"
FA,YSDN,1005,Typography 1
FA,YSDN,1006,Interactivity Design 1
FA,YSDN,1010,Introduction to Design: Practice and Appreciation (for non-majors)
FA,YSDN,1101,Critical Issues in Design
FA,YSDN,1900,Design and Contemporary Culture
FA,YSDN,2003,Typography 2
FA,YSDN,2004,Communication Design 1
FA,YSDN,2005,Interactivity Design 2
FA,YSDN,2007,Typography 3
FA,YSDN,2008,Information Design 1
FA,YSDN,2010,3D Design
FA,YSDN,2012,Drawing for Design
FA,YSDN,2013,Materials and Methods
FA,YSDN,2102,History of Design
FA,YSDN,2103,Research in Design
FA,YSDN,2104,Design Thinking: Creative and Critical Pathways
FA,YSDN,2106,Graphic Design in Canada
FA,YSDN,2107,History & Development of Typography
FA,YSDN,2108,Evolution of Information Design
FA,YSDN,3003,Typeface Design
FA,YSDN,3004,Communication Design 2
FA,YSDN,3005,Design and Systems
FA,YSDN,3006,Interactivity Design 3
FA,YSDN,3008,Information Design 2
FA,YSDN,3009,Time-based Communication
FA,YSDN,3010,Package Design
FA,YSDN,3011,Editorial Design
FA,YSDN,3012,Information Design 3
FA,YSDN,3013,Time-Based Communication 2
FA,YSDN,3014,Environmental Graphic Design
FA,YSDN,3102,Contemporary Problems in Design
FA,YSDN,3105,"Self, Society and Design"
FA,YSDN,3106,Image and Influence: Graphics in the 20th Century
FA,YSDN,3108,"Design, Dissent, and the Public Sphere"
FA,YSDN,3111,Design Placement
FA,YSDN,4002,Type in Motion
FA,YSDN,4003,Interactive System Design
FA,YSDN,4004,Design Workshop
FA,YSDN,4005,Book Design
FA,YSDN,4006,Sustainable Design
FA,YSDN,4007,Corporate Identity Design
FA,YSDN,4008,Information Design 4
FA,YSDN,4009,Design in Interactive Environments
FA,YSDN,4010,Advanced Package Design
FA,YSDN,4102,Design Management
FA,YSDN,4104,Professional Aspects of Design
FA,YSDN,4900,Independent Studies: Design Practicum
FA,YSDN,4901,Independent Studies: Design Studies
GL,BUEC,1000,Principles of Business Administration
GL,CAT,2670,Catalan Language and Culture
GL,CDEX,9100,Canadian Exchange Credits
GL,CDEX,9200,Canadian Exchange Credits
GL,CDNS,1920,Comprendre le Canada contemporain
GL,CDNS,1920,Understanding Contemporary Canada
GL,CDNS,2618,Visual Arts of the Twentieth Century in Canada
GL,CDNS,2930,"Regionalism, Culture and Identity in Canada"
GL,CDNS,2930,"RÇgionalisme, culture et identitÇ au Canada"
GL,CDNS,3621,"Canada in Global Perspective/Le Canada, perspective globale"
GL,CDNS,4622,Critical perspectives on Canadian issues/Perspectives critiques sur le Canada
GL,DRST,1000,Here and Now: Understanding Live Theatre
GL,DRST,1200,Smoke and Mirrors: an Introduction to Technical Theatre
GL,DRST,1210,Performance I
GL,DRST,1215,Performance II/Arts de la scäne II
GL,DRST,2617,Performing Texts: An Introduction
GL,DRST,3000,Digital Stages: An Introduction to Scenography and 3D Computer Aided Design
GL,DRST,3640,Art dramatique : texte et production
GL,DRST,4619,Performing the Baroque
GL,ECON,1000,Introduction to Economics: Microeconomics
GL,ECON,1000,êlÇments d'Çconomique : l' analyse microÇconomique
GL,ECON,1010,Introduction to Economics: Macroeconomics
GL,ECON,1010,êlÇments d'Çconomique : l'analyse macroÇconomique
GL,ECON,1680,Modern Economic History: A Canadian Perspective
GL,ECON,2100,Microeconomic Theory
GL,ECON,2200,La thÇorie macroÇconomique
GL,ECON,2200,Macroeconomic Theory
GL,ECON,2710,Financial Accounting
GL,ECON,2720,Managerial Accounting
GL,ECON,3245,Marketing and Consumer Economics
GL,ECON,3250,Histoire de la pensÇe Çconomique
GL,ECON,3300,Management Economics
GL,ECON,3350,ThÇorie financiäre
GL,ECON,3380,The Economics of Canadian Financial Institutions
GL,ECON,3525,Cost-Benefit Analysis
GL,ECON,3575,êconomie de l'innovation
GL,ECON,3620,The Economics of the Multinational Firm
GL,ECON,3670,Mathematical Statistics
GL,ECON,3672,"Capital humain, capital social et croissance Çconomique"
GL,ECON,3710,Intermediate Financial Accounting 1
GL,ECON,3720,Intermediate Financial Accounting 2
GL,ECON,3920,êconomie du dÇveloppement
GL,ECON,4230,Advanced Economic Theory
GL,ECON,4250,Mathematical Economics
GL,ECON,4260,Econometrics
GL,ECON,4270,Forecasting Techniques in Economics and Business
GL,ECON,4275,The Economic Analysis of Law
GL,ECON,4290,International Economics
GL,ECON,4310,Corporate Finance I
GL,ECON,4315,Corporate Finance II
GL,ECON,4340,Game Theory and Economics
GL,ECON,4570,Economics of the Public Sector: Taxation
GL,EN,1601,The Structure of English
GL,EN,1602,The Literary Text: Genres and Approaches
GL,EN,1603,Introduction to Linguistics
GL,EN,2611,Phonetics
GL,EN,2613,Phonology
GL,EN,2632,Western Drama: Ancient to Modern
GL,EN,2633,The Literary Tradition of English
GL,EN,2634,Language and Society
GL,EN,2642,Canadian Literature
GL,EN,2647,Studies in the Novel
GL,EN,3230,Restoration & 18th Cent.Literature
GL,EN,3322,Romantic and Victorian Poetry
GL,EN,3605,Old English
GL,EN,3606,Learning English as a Second Language
GL,EN,3608,Modern English
GL,EN,3609,Pragmatics
GL,EN,3620,Reading Shakespeare
GL,EN,3625,Medieval English Drama
GL,EN,3636,Children's Literature
GL,EN,3650,Sociolinguistics
GL,EN,3950,English-Speaking Theatre in Canada
GL,EN,4230,Literary and Dramatic Criticism
GL,EN,4237,Literature of Incarceration
GL,EN,4245,Adaptation Studies: Literature and Film
GL,EN,4450,Contemporary Canadian Literature
GL,EN,4560,Advanced Writing
GL,EN,4605,Linguistic Theory
GL,EN,4609,Advanced Phonetics and Phonology
GL,EN,4610,Studies in Canadian English
GL,EN,4617,Language Policy and Language Planning
GL,EN,4625,Imagining the Past: Literary Uses of History in the Renaissance
GL,EN,4644,The Golden Age of Children's Literature (1863-1911)
GL,EN,4655,A Tarnished Age: Dystopias for Children
GL,EN,4662,Early Modern Women Writers
GL,EN,4681,Medieval Women's Writing
GL,ENSL,2310,English Non-Literary Texts
GL,ENSL,2400,English in Performance: Dramatic Arts
GL,ENSL,2700,ESL: Academic Foundations
GL,ENSL,3501,Varieties of English Writing
GL,ENSL,3502,Functional Writing
GL,ENSL,3510,Modes of Communication
GL,ENSL,3800,Dealing With Viewpoint
GL,FRAN,1740,Mise Ö niveau en franáais Çcrit I : cours pour francophones
GL,FRAN,1745,Mise Ö niveau en franáais Çcrit II : cours pour francophones
GL,FRAN,1840,Fondements de la rÇdaction acadÇmique en franáais
GL,FRAN,2210,Pratiques de rÇdaction : rÇsumÇ et synthäse
GL,FRAN,2212,Pratiques de rÇdaction : l'argumentation
GL,FRAN,2335,Initiation Ö la mÇthodologie littÇraire
GL,FRAN,2600,Introduction Ö la linguistique gÇnÇrale et franáaise
GL,FRAN,3214,RÇdaction administrative et technologie du texte
GL,FRAN,3240,Stylistique franáaise I : Çcriture d'un article
GL,FRAN,3241,Stylistique franáaise II : Çcriture d'une nouvelle
GL,FRAN,3319,Jeux et enjeux littÇraires : du Nouveau Roman Ö aujourd'hui
GL,FRAN,3321,Roman de la premiäre moitiÇ du XXe siäcle en France
GL,FRAN,3602,Introduction Ö la linguistique appliquÇe
GL,FRAN,3614,Grammaire raisonnÇe du franáais : approche Çnonciative
GL,FRAN,3620,L'engagement de l'Çcrivain dans la France du XVIIIe siäcle
GL,FRAN,3621,PhonÇtique/Phonologie du franáais moderne
GL,FRAN,3642,Introduction aux linguistiques du discours et de l'Çnonciation
GL,FRAN,3650,ThÇÉtre franáais du XXe siäcle
GL,FRAN,3652,Syntaxe (domaine du franáais)
GL,FRAN,3653,Morphologie (domaine du franáais)
GL,FRAN,4212,Conception et publication de documents
GL,FRAN,4533,LittÇrature fantastique et science-fiction
GL,FRAN,4612,ThÇÉtre du XVIIIe siäcle
GL,FRAN,4630,Francophonie et Çcriture au fÇminin
GL,FRAN,4640,LittÇrature maghrÇbine au pluriel
GL,FRAN,4659,Structure et changement dans l'Çvolution du franáais
GL,FRAN,4662,Linguistique appliquÇe Ö l'apprentissage et l'enseignement du franáais langue seconde
GL,FRLS,1035,Franáais Çcrit et oral : rÇvision des fondements
GL,FRLS,1040,Franáais de prÇspÇcialisation I
GL,FRLS,1041,Franáais de prÇspÇcialisation II
GL,FRLS,1140,Franáais de prÇspÇcialisation I (courant post-immersif)
GL,FRLS,1141,Franáais de prÇspÇcialisation II (courant post-immersif)
GL,FRLS,1240,Franáais de prÇspÇcialisation III
GL,FRLS,1700,"Pratiques phonÇtique, auditive et orale"
GL,FRLS,2240,Franáais Çcrit pour spÇcialistes
GL,FRLS,2700,Traits caractÇristiques du franáais parlÇ
GL,FRLS,3240,Le franáais Çcrit contemporain
GL,FRLS,3241,êcriture et style
GL,FRLS,3700,Le franáais oral contemporain
GL,FRLS,3925,Le franáais des stars
GL,FSL,1000,Les bases de la communication en franáais/Basic Communication Skills in French
GL,FSL,1100,Communication Skills and Strategies in FSL/ StratÇgies de communication en FSL
GL,FSL,1200,Franáais intermÇdiaire : non-spÇcialistes
GL,FSL,2000,Le franáais pour l'universitÇ I
GL,FSL,2010,Le franáais appliquÇ Ö la discipline
GL,FSL,2100,Le franáais pour l'universitÇ II
GL,FSL,2200,Le franáais par l'expÇrience
GL,HIST,1615,Les origines des civilisations du monde
GL,HIST,1615,The Roots of World Civilizations
GL,HIST,1618,Ancient Roots of Modern History
GL,HIST,2000,Comment Çtudier l'histoire
GL,HIST,2000,How to study History
GL,HIST,2601,The History of Early Medieval Europe
GL,HIST,2651,The History of the United States from the Colonial Foundations to the Present
GL,HIST,2670,Canadian History Since 1663
GL,HIST,2901,Introduction to Latin American History
GL,HIST,2905,Introduction Ö l'histoire de l'Europe contemporaine de 1450 Ö nos jours
GL,HIST,2915,Le Moyen ?ge en Occident
GL,HIST,2930,The 20th Century:  A Global Perspective
GL,HIST,2935,Ancient History Part II
GL,HIST,3205,"L'Çcole, la communautÇ et la nation au Canada"
GL,HIST,3325,Atlantic Provinces
GL,HIST,3400,The French Revolution and the Napoleonic Era: 1789-1815
GL,HIST,3436,Machiavelli's World
GL,HIST,3622,The Americas and Asia: Contact and Conflict in the Transpacific World
GL,HIST,3632,History of Northern Canada: A Circumpolar World
GL,HIST,3639,Comparative Slavery and Emancipation in the Americas
GL,HIST,3675,Brazil in the Atlantic World: the 16th to the 19th Centuries
GL,HIST,4220,Canadian Labour and Immigration History
GL,HIST,4244,The City in History: Urban History Seminar
GL,HIST,4500,Historiography
GL,HIST,4617,France in the Era of Decolonization
GL,HIST,4622,Renaissance Italy
GL,HUMA,1622,Introductory Latin
GL,HUMA,2634,Spatiality and Spatial Representation
GL,HUMA,3200,Photographie numÇrique
GL,HUMA,3400,Art et Peinture
GL,HUMA,3674,Cultures quÇbÇcoise et francophone canadienne
GL,HUMA,3910,CinÇma quÇbÇcois
GL,HUMA,3922,LittÇratures belge et luxembourgeoise de langue franáaise
GL,ILST,2200,"International Society: History, Philosophy and Theories"
GL,ILST,2200,"La SociÇtÇ internationale : Histoire, Philosophie et ThÇories"
GL,ILST,2622,"Culture, Globalization and International Civil Society"
GL,ILST,2622,"Culture, mondialisation et sociÇtÇ civile internationale"
GL,ILST,2655,Global Geography: Physical and Human Aspects
GL,ILST,3250,International Economics and Development
GL,ILST,3250,êconomie internationale et dÇveloppement
GL,ILST,3255,Global Politics of International Development
GL,ILST,3260,L'environnement et les relations internationales
GL,ILST,3260,The Environment and International Relations
GL,ILST,3505,Recherche en êtudes internationales
GL,ILST,3505,Research in International Studies
GL,ILST,3650,"International Peace, Security and Human Rights"
GL,ILST,3650,"Paix, sÇcuritÇ et droits humains internationaux"
GL,ILST,3652,Introduction to International Law
GL,ILST,3915,Indigenous Peoples in International Relations
GL,ILST,4000,Honours Thesis
GL,ILST,4100,Individual Studies
GL,ILST,4100,Travaux individuels
GL,ILST,4300,Professional Internship
GL,ILST,4300,Stage pratique professionnel
GL,ILST,4501,Capstone Seminar
GL,ILST,4501,SÇminaire avancÇ
GL,ILST,4505,Seminar on Globalization in the Culture Industries
GL,ILST,4510,Annual International Studies Symposium
GL,ILST,4618,La diplomatie
GL,ILST,4632,"Science, Technology and International Society"
GL,ILST,4651,International Refugee Protection/Protection internationale des rÇfugiÇs
GL,ILST,4675,Global civil society and international economic organizations
GL,INEX,9100,International Exchange Credits
GL,INEX,9200,International Exchange Credits
GL,ITEC,2635,Creation and Management of a site on the WWW
GL,ITEC,2635,La crÇation et la gestion d'un site sur le WWW
GL,ITEC,2915,Computer Usage and Software Applications I
GL,ITEC,2915,L'utilisation de l'ordinateur et des logiciels d'application
GL,LIN,2505,Romanian Language: a linguistic introduction
GL,LIN,2622,Romanian culture in a semiotic perspective
GL,LIN,3616,Case Studies in Canada's Aboriginal Languages
GL,LIN,3619,Language Endangerment
GL,LIN,4215,Field Methods
GL,MATH,1610,Introduction to Statistical Methods I
GL,MATH,1620,Introduction to Statistical Methods II
GL,MATH,1650,Modes of Mathematical Reasoning
GL,MATH,1670,Fundamentals of Mathematics
GL,MATH,1930,Calcul diffÇrentiel et intÇgral I
GL,MATH,1930,Calculus I
GL,MATH,1940,Calcul diffÇrentiel et intÇgral II
GL,MATH,1940,Calculus II
GL,MATH,2650,Linear Algebra I
GL,MATH,2660,Linear Algebra II
GL,MATH,2670,Second Year Calculus
GL,MATH,3510,Modern Algebra I
GL,MATH,3645,Optimization with Applications to Economics
GL,MATH,4100,Differential Equations
GL,MATH,4230,Analyse Complexe
GL,MODR,1711,Critical Thinking
GL,MODR,1716,Logique formelle et informelle
GL,MODR,2655,Introduction to Computer Music and Digital Audio Editing
GL,NATS,1500,"Nutrition, santÇ et sociÇtÇ"
GL,NATS,1540,Introductory Biology
GL,NATS,1605,"Communication, Health and Environment"
GL,NATS,1770,Heredity and Society
GL,NATS,1800,Evolution and Ecology of Humans
GL,NATS,1890,"Introduction to the Science, Technology and Society"
GL,NATS,2203,Utilisation et conservation des ressources biologiques
GL,NATS,2205,Ressources ÇnergÇtiques et santÇ des Çcosystämes
GL,NATS,2300,General Ecology
GL,NATS,2310,Conservation Biology
GL,NATS,2920,Medieval Science:  Thought and Practice
GL,NATS,3206,Human parasitology
GL,NATS,3230,GÇnÇtique et santÇ humaine
GL,NATS,4210,Environmental physiology
GL,PHIL,1611,Introduction to Philosophy I
GL,PHIL,1612,Introduction to Philosophy II
GL,PHIL,1690,Introduction Ö la philosophie : les grands penseurs
GL,PHIL,2605,"Truth, Mind and Reality"
GL,PHIL,2615,Moral Questions and Social Policies
GL,PHIL,2620,Reason and Feeling in Modern Philosophy
GL,PHIL,2640,Logic
GL,PHIL,2645,Ancient Philosophy and Political Theory
GL,PHIL,2923,Introduction au droit et Ö la pensÇe sociale
GL,PHIL,2923,Introduction to Law and Social Thought
GL,PHIL,2925,Philosophie du droit
GL,PHIL,2925,Philosophy of Law
GL,PHIL,3611,Political Philosophy I
GL,PHIL,3631,Philosophy of Race
GL,PHIL,3642,Business Ethics
GL,PHIL,3657,Philosophy of Mind
GL,PHIL,3905,Descartes and the Reform of the Sciences
GL,PHIL,3934,"Belief, Truth and Knowledge"
GL,PHIL,4215,Topics in the History of Philosophy: Rhetoric
GL,PHIL,4237,Moral Philosophy II
GL,PHIL,4305,Kant
GL,PHIL,4315,Topics in Metaphysics
GL,POLS,2490,The Birth of Politics
GL,POLS,2510,Introduction to Comparative Politics
GL,POLS,2600,Introduction to Canadian Politics
GL,POLS,2600,Introduction Ö la politique canadienne
GL,POLS,2920,Introduction aux relations internationales
GL,POLS,2920,Introduction to International Relations
GL,POLS,3210,Comparative Political Systems: Western Europe
GL,POLS,3230,Government and Politics of the United States
GL,POLS,3235,International Relations Through Film and Literature
GL,POLS,3240,Canadian Public Policy
GL,POLS,3360,Politics in Quebec/La politique du QuÇbec
GL,POLS,3615,International  and Transnational Organizations
GL,POLS,3647,MÇdias et politiques
GL,POLS,3660,Early Modern Political Theory
GL,POLS,3685,Politique comparÇe des pays en voie de dÇveloppement
GL,POLS,4100,Individual Thesis
GL,POLS,4274,Migration and Citizenship
GL,POLS,4610,The Foreign Policy of the United States
GL,POLS,4613,IntÇgration europÇenne
GL,POLS,4635,Topics in Law and Politics
GL,POLS,4681,Politique et gestion de la diversitÇ
GL,POLS,4682,Transnational Crime and Corruption
GL,PSYC,2510,Introduction to Psychology
GL,PSYC,2510,Introduction Ö la psychologie
GL,PSYC,2520,Introduction to Experimental Psychology
GL,PSYC,2520,Introduction Ö la psychologie expÇrimentale
GL,PSYC,2530,Introduction Ö la statistique
GL,PSYC,2530,Introductory Statistics
GL,PSYC,3220,Personality
GL,PSYC,3230,Introduction to Abnormal Psychology (Psychopathology)
GL,PSYC,3230,Introduction Ö la psychologie anormale
GL,PSYC,3300,Introduction au dÇveloppement de l'enfant
GL,PSYC,3300,Introduction to Development: Infancy and Childhood
GL,PSYC,3310,"Introduction to Development: Adolescence, Adulthood and Aging"
GL,PSYC,3350,Educational Psychology
GL,PSYC,3370,Cognition
GL,PSYC,3510,Disturbances in Development
GL,PSYC,3525,Intermediate Experimental Psychology
GL,PSYC,3530,Human Neuropsychology
GL,PSYC,3550,Psychological Testing and Measurement
GL,PSYC,3555,L'apprentissage et la modification du comportement
GL,PSYC,3555,"Learning, Behaviour Modification, and Behaviour Management"
GL,PSYC,3600,Psychology and Law
GL,PSYC,3635,Health Psychology
GL,PSYC,3635,Psychologie de la santÇ
GL,PSYC,3640,Psychological Studies of Language
GL,PSYC,3660,Introduction to Social Psychology
GL,PSYC,3670,Psychobiologie
GL,PSYC,3670,Psychobiology
GL,PSYC,3680,Evolution of Behaviour in Animals
GL,PSYC,3690,Perception
GL,PSYC,4000,Honours Thesis
GL,PSYC,4000,MÇmoire avancÇ
GL,PSYC,4230,Advanced Seminar
GL,PSYC,4240,Advanced Experimental Design
GL,PSYC,4250,Theories and Techniques of Counselling
GL,PSYC,4270,Rehabilitation Psychology
GL,SOCI,2510,Perspectives sociologiques
GL,SOCI,2510,Principles of Sociology
GL,SOCI,2520,Deviant Behaviour and Social Control
GL,SOCI,2618,Educational Organizations
GL,SOCI,2630,Aboriginal Peoples of Canada
GL,SOCI,2652,Social Movements and Contentious Politics in a Global Context
GL,SOCI,2660,Perspectives on Human Nature
GL,SOCI,2672,Religion and Society
GL,SOCI,2685,La Famille
GL,SOCI,3210,"Sociology of Childhood, Adolescence and Youth"
GL,SOCI,3217,Crime and Society
GL,SOCI,3609,Women and Religion
GL,SOCI,3636,Social Inequality
GL,SOCI,3644,Global Sociology
GL,SOCI,3648,Music and Culture in Global Perspective
GL,SOCI,3649,Sociology of Emotions
GL,SOCI,3672,La sociologie politique
GL,SOCI,3680,Logic of Social Inquiry: Qualitative Methods
GL,SOCI,3685,Popular Trials
GL,SOCI,3690,The Logic of Social Inquiry: Quantitative Methods (Data Collection and Analysis)
GL,SOCI,3692,Theories of Society
GL,SOCI,3692,ThÇories de la sociÇtÇ
GL,SOCI,3910,Sociologie du dÇveloppement
GL,SOCI,3917,CommunautÇs et sociÇtÇs
GL,SOCI,4275,"Religion, Media, Culture"
GL,SOCI,4620,Urban Environmentalism and Urban Sociology
GL,SOCI,4625,L'Enquàte de terrain
GL,SOCI,4632,"Work in a Warming World: Issues in work, labour and climate change"
GL,SOCI,4645,"Mobs, Manias and Delusions:  Sociological and Psychoanalytic Perspectives"
GL,SOSC,2100,Introduction to Communication: Theory and Practice/Introduction Ö la communication: ThÇorie et pratique
GL,SOSC,2612,Sport in Canadian Society
GL,SOSC,3646,English-Canadian Film
GL,SOSC,3670,Le multiculturalisme et l'ethnicitÇ au Canada
GL,SOSC,4505,Professional Communications Field Experience/ Communication professionnelle et expÇrience pratique
GL,SP,1000,Elementary Spanish
GL,SP,1000,Espagnol ÇlÇmentaire
GL,SP,2000,Espagnol - deuxiäme niveau
GL,SP,2000,Second Level Spanish Language
GL,SP,2100,Introduction to Spanish Literary Texts
GL,SP,3000,Advanced Level Studies in Spanish Language and Stylistics
GL,SP,3000,êtude avancÇe de la langue et de la stylistique espagnoles
GL,SP,3300,Spanish Literature and Civilization
GL,SP,3400,"Spanish-american Literature, Culture and Society, from the Pre-Colonial Period to the Present"
GL,SP,3545,"Specialized Studies in Language, Composition and Translation"
GL,SP,3550,Comparative Stylistics for Spanish-English Translation
GL,SP,3626,Contrasting Spanish with French
GL,SP,4400,Latin American Novel of the XX Century
GL,SP,4605,Spanish and/or Latin American Theatre: From Drama to Performance
GL,SP,4910,"Methodology of Spanish-English Translation 1: Advanced practice, technologies and project management"
GL,SP,4915,Specialized Spanish-English Translation: Literary and Humanistic
GL,SP,4920,Methodology of Spanish-English/English-Spanish Translation 2: Revision and project management
GL,SP,4925,Translation Practicum/Advanced Translation Research
GL,TRAN,2210,Introduction to Translation into English I
GL,TRAN,2210,Traduction gÇnÇrale I
GL,TRAN,2220,Introduction to Translation into English II
GL,TRAN,2220,Traduction gÇnÇrale II
GL,TRAN,2250,Comparative Stylistics - English and French
GL,TRAN,2250,Stylistique diffÇrentielle  du franáais et de l'anglais
GL,TRAN,3200,Introduction to Spanish-English translation I
GL,TRAN,3205,Introduction to Spanish-English translation 2
GL,TRAN,3210,Traduction spÇcialisÇe - MÇdecine et sciences de la santÇ
GL,TRAN,3210,"Translation of Specialized Texts Into English, Level I"
GL,TRAN,3220,"Traduction spÇcialisÇe - juridique, administrative, financiäre"
GL,TRAN,3220,Translation of Specialized Texts into English II
GL,TRAN,3260,Documentation
GL,TRAN,3260,Documentation/Documentaci¢n
GL,TRAN,3270,Theory in Translation/Teor°a de la traducci¢n
GL,TRAN,3270,Theory of Translation
GL,TRAN,3270,ThÇorie de la traduction
GL,TRAN,3310,Problems in Professional Writing
GL,TRAN,3500,Onsite Professional Internship
GL,TRAN,3500,Stage professionnel en entreprise
GL,TRAN,4225,Intro to Translation into English (cours pour Francophones)
GL,TRAN,4225,Traductions de textes gÇnÇraux vers le franáais (cours pour Anglophones)
GL,TRAN,4230,Traductions de textes spÇcialisÇs (cours pour Anglophones)
GL,TRAN,4250,Technique de la rÇvision
GL,TRAN,4250,Techniques of Textual Revision
GL,TRAN,4310,Techniques in Business and Technical Writing I
GL,TRAN,4320,Techniques in Business and Technical Writing II
GL,TRAN,4330,Documentation in Business and Industry
GL,TRAN,4370,Terminologie
GL,TRAN,4370,Terminology
GL,TRAN,4370,Terminology/Terminolog°a
GL,TRAN,4500,Online Professional Internship
GL,TRAN,4500,Stage professionnel Ö distance
GL,TRAN,4510,Advanced Translation Project/Project Management
GL,TRAN,4510,Projet avancÇ de traduction - Gestion de projet
GL,TRAN,4636,"History, Societies & Translation I"
GL,TRAN,4638,"History, Societies & Translation II"
GS,ANTH,5000,"Graduate Seminar in Ethnographic Research, Practice, and Professionalization"
GS,ANTH,5010,Theory in Social Anthropology
GS,ANTH,5020,Methods In Social Anthropology
GS,ANTH,5040,Internship Option M.A.
GS,ANTH,5145,"Critical Approaches to Gender, Displacement and Mobility"
GS,ANTH,5160,Fem.Issues In Anth. Hist.& Current Deb
GS,ANTH,5195,Matters of Nature: Theories and Politics
GS,ANTH,5210,Independent Directed Reading
GS,ANTH,5225,Global Health
GS,ANTH,5235,Anthropological Approaches to Nationalism and Ethnicity: the Politics of Identity
GS,ANTH,6010,Advanced General Theory in Social Anthropology
GS,ANTH,6020,Advanced Methods In Anthropology
GS,ANTH,6040,Internship Option (Ph.D)
GS,ANTH,6210,Independent Directed Reading
GS,ARTH,5100,Methods:  Historiography and Contemporary Methodologies
GS,ARTH,5170,Museum & Gallery
GS,ARTH,5175,Curatorial Practice
GS,ARTH,5190,Internship
GS,ARTH,6000,Research and Professional Practices Seminar
GS,BIOL,5029,Topics in Molecular Biology III: Nucleic Acids
GS,BIOL,5030,Topics in Molecular Biology IV: Signal Transduction
GS,BIOL,5038,Current Topics in Molecular and Cellular Biology and Physiology
GS,BIOL,5081,Intro. To Biostatistics
GS,BIOL,5086,Critical Skills in Ecology and Evolution
GS,BIOL,5088,Advanced Topics in Ecology and Evolution
GS,BIOL,5098,Conservation Biology
GS,BIOL,5149,Applications in Vision Science
GS,BIOL,5151,Current Topics in Endocrinology
GS,BIOL,5152,Current Topics in Epithelial Physiology
GS,BIOL,5153,Physiology of Global Change
GS,BIOL,6021,M.Sc. Research Evaluation
GS,BIOL,6022,M.Sc. Research Evaluation
GS,BIOL,7021,Ph.D. Research Evaluation
GS,BIOL,7022,Ph.D. Research Evaluation
GS,BIOL,7023,Ph.D. Research Evaluation
GS,BIOL,7024,Ph.D. Research Evaluation
GS,CDIS,5035,Mad People's History
GS,CDIS,5070,Geography of Disability
GS,CDIS,5090,Public Policy and Disabilities
GS,CDIS,5100,Disability Studies:  An Overview
GS,CDIS,5110,Methodology
GS,CDIS,5120,Critical Disability Law
GS,CDIS,6001,MA Major Research Paper
GS,CDIS,6100,Doctoral Seminar in Critical Disability Studies
GS,CDIS,6140,Health and Disability
GS,CHEM,5010,Selected Topics In Organic Chemistry
GS,CHEM,5024,Structural Elucidation in Organic and Organometallic Chemistry
GS,CHEM,5030,Mechanisms of Organic Reactions
GS,CHEM,5031,Advanced Transition Metal Chemistry
GS,CHEM,5051,General Biological Organic Chemistry
GS,CHEM,5092,X-Ray Crystallography
GS,CHEM,5260,Selected Topics in Inorganic Chemistry
GS,CHEM,5610,Recent Advances in Chemistry
GS,CHEM,6010,M.Sc. Review Essay
GS,CHEM,6010,MSc Review Essay
GS,CMCT,6002,Research Methodologies
GS,CMCT,6004,Communication & Culture: An Interdisciplinary Approach
GS,CMCT,6100,Theoretical Approaches to Media and Culture
GS,CMCT,6104,Reading Television
GS,CMCT,6110,Visual Culture
GS,CMCT,6119,Sound Studies
GS,CMCT,6126,Modernist Literary Circles: A Cultural Approach
GS,CMCT,6135,Selected Topics in Media and Culture
GS,CMCT,6300,The Political Economy of Culture and Communication
GS,CMCT,6314,Media Democracy
GS,CMCT,6322,"Armed Conflict, Peace and the Media"
GS,CMCT,6335,Selected Topics in Politics and Policy
GS,CMCT,6500,Advanced Communication Technology
GS,CMCT,6505,The Diffusion of Communication Technologies
GS,CMCT,6522,The Body and the Culture of Modernity
GS,CMCT,6526,Media History: Concepts and Case Studies
GS,CMCT,6902,Directed Research in Communication and Culture
GS,CMCT,6903,Directed Group Study in Communication and Culture
GS,CMCT,6909,Field Placements
GS,CMCT,6911,Directed Readings (Master's Level)
GS,CMCT,6912,Directed Readings (Master's Level)
GS,CMCT,7000,Perspectives in Communication and Cultural Studies
GS,CMCT,7002,Directed Research in Communication and Culture (Doctoral Level )
GS,CMCT,7011,Directed Readings (Ph.D. Level)
GS,CMCT,7012,Directed Readings (Ph.D. Level)
GS,CMCT,7200,Advanced Research Methodologies
GS,CSE,5101,Advanced Data Structures
GS,CSE,5111,Automata Computability and Complexity
GS,CSE,5323,Computer Vision
GS,CSE,5324,Introduction to Robotics
GS,CSE,5331,Advanced Topics in 3D Computer Graphics
GS,CSE,5351,Human-Computer Interaction
GS,CSE,5421,Operating System Design
GS,CSE,5441,Real-Time Systems Theory
GS,CSE,5443,Mobile User Interfaces
GS,CSE,5501,Computer Architecture
GS,CSE,6002,Directed Reading
GS,CSE,6115,Computational Complexity
GS,CSE,6117,Distributed Computing
GS,CSE,6329,Advanced Human-Computer Interaction
GS,CSE,6330,Computational Pragmatics
GS,CSE,6339,Introduction to Computational Linguistics
GS,CSE,6340,Embodied Intelligence
GS,CSE,6400,Computer Engineering Research Projects
GS,CSE,6412,Data Mining
GS,CSE,6444,"Mining Software Engineering Data to Support the Development, Testing and Maintenance of Large Scale Software Systems"
GS,CSE,6490,Concurrent Object-Oriented Languages
GS,CSE,6590,Special Topics: High-Performance Computer Networks
GS,DANC,5100,Directed Readings
GS,DANC,5110,Directed Reading
GS,DANC,5200,Research Methods
